I
1100 Generated by WorldEditor 1.6.0r1

1    297 1 0 PGUM Guam Intl
1302 city Agana
111  13.487021335  144.796209216
112  13.486933154  144.796176701  13.486905496  144.796115894
111  13.486933154  144.796176701
111  13.486632905  144.795515446
112  13.486632905  144.795515446  13.486600789  144.795450829
111  13.486673793  144.795412432
111  13.488073540  144.797155896
111  13.488768252  144.796786840
112  13.488995432  144.796874872  13.489064574  144.797010306
111  13.488995432  144.796874872
111  13.489057989  144.797050935
112  13.488949338  144.797138967  13.488840686  144.797135581
111  13.488949338  144.797138967
111  13.489654955  144.798753732
111  13.489771688  144.799797189
111  13.489783661  144.799871062
111  13.489080269  144.799584804
111  13.489583119  144.799317014
111  13.489268837  144.798593674
111  13.489146118  144.798658313
111  13.488984487  144.798307416
111  13.489146118  144.798055016
111  13.489316728  144.798199684
111  13.489355639  144.798184294
111  13.489355639  144.798261245
111  13.489538222  144.798205840
112  13.489654955  144.798753732  13.489651962  144.799064614
111  13.489818193  144.801449869
111  13.488965443  144.799638438
111  13.489785268  144.799949936
111  13.489821486  144.800098914
111  13.490479980  144.801507428
111  13.490587128  144.801833854
111  13.490328516  144.801588718
111  13.489916985  144.801540153
111  13.489916985  144.801530903
111  13.490346506  144.801570217
112  13.490645822  144.801787856  13.490743780  144.801986531
111  13.490645822  144.801787856
111  13.491203300  144.802883775
112  13.491203300  144.802883775  13.491238612  144.802958313
111  13.491165071  144.802987842
111  13.491721689  144.802539434
111  13.491552007  144.802749671
112  13.491271928  144.802837971  13.491116556  144.802787514
111  13.491271928  144.802837971
111  13.491055225  144.802436417
112  13.491386413  144.802533127  13.491574495  144.802505796
111  13.491686935  144.802358630
111  13.491568362  144.802816947
112  13.491727822  144.802634041  13.491731911  144.802631939
111  13.491760532  144.802812742
114  13.491760532  144.802812742  13.491676713  144.802777002
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_1D.pol 
111  13.490764474  144.803239312
111  13.490922107  144.803155662
111  13.490358915  144.802064590
113  13.490211099  144.802142838
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/concrete_4D.pol 
111  13.483387767  144.802673483
112  13.483387767  144.802673483  13.483287584  144.802490935
111  13.483070736  144.802580336
111  13.483965216  144.804498584
111  13.483764926  144.804592035
112  13.483600065  144.804815866  13.483633619  144.804914452
111  13.483600065  144.804815866
112  13.483600065  144.804815866  13.483655989  144.804942385
112  13.483945402  144.804970141  13.484086700  144.804939977
111  13.483945402  144.804970141
111  13.484160530  144.804862439
112  13.484160530  144.804862439  13.484300020  144.804745122
113  13.484236957  144.804562622
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_5D.pol 
111  13.478994868  144.796568200
111  13.478491162  144.796809245
111  13.478975140  144.797957244
112  13.478960565  144.798080912  13.478901010  144.798116761
111  13.478960565  144.798080912
111  13.478824389  144.798167577
112  13.478727865  144.798510178  13.478826118  144.798712250
111  13.478727865  144.798510178
111  13.479199995  144.799567481
112  13.479156577  144.799734000  13.479077039  144.799794140
111  13.479156577  144.799734000
111  13.478630630  144.800009635
111  13.478672538  144.800084422
112  13.478850213  144.800120963  13.478904539  144.800204760
111  13.478850213  144.800120963
111  13.481748410  144.806529171
112  13.482289061  144.806416692  13.482600156  144.806409462
111  13.482765659  144.806493403
111  13.484932886  144.808203361
111  13.484691853  144.807782144
112  13.484593294  144.807819894  13.484518565  144.807778269
111  13.484593294  144.807819894
111  13.482729935  144.806405741
112  13.482729935  144.806405741  13.482473325  144.806308141
111  13.482074378  144.806355375
111  13.481999026  144.806223648
112  13.481999026  144.806223648  13.481931800  144.806064400
111  13.482073570  144.805994475
111  13.482763843  144.805638625
111  13.482720112  144.805579212
111  13.482021632  144.805956320
112  13.481946280  144.806231397  13.482021909  144.806393114
111  13.481946280  144.806231397
111  13.482006561  144.806359249
111  13.481878464  144.806401867
112  13.481878464  144.806401867  13.481804645  144.806427171
111  13.481776244  144.806348155
111  13.481227833  144.805162224
111  13.481475691  144.805014275
111  13.481122360  144.804249868
111  13.480887818  144.804362067
111  13.478896828  144.800024014
112  13.478896828  144.800024014  13.478876056  144.799964863
111  13.478929563  144.799944297
111  13.479225601  144.799781369
111  13.479335996  144.799839585
111  13.479647365  144.799694045
111  13.479531309  144.799414607
111  13.479885138  144.799233245
111  13.479845510  144.799140100
111  13.480024199  144.799175789
111  13.479593972  144.798206117
111  13.479370352  144.797743300
111  13.479492069  144.797685084
111  13.479083737  144.799109494
111  13.478814106  144.798496991
112  13.478814106  144.798496991  13.478740157  144.798347621
111  13.478882551  144.798238659
111  13.479068380  144.798138361
112  13.479146712  144.798156675  13.479175763  144.798198770
111  13.479146712  144.798156675
111  13.479183914  144.798243470
111  13.479111809  144.798279555
111  13.479312995  144.798739028
111  13.479596058  144.798606719
113  13.479677936  144.798801574
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_4D.pol 
111  13.481961190  144.797015377
111  13.481878898  144.796828707
111  13.481094017  144.797224246
112  13.481094017  144.797224246  13.480949402  144.797274546
111  13.480874055  144.797139985
111  13.480827992  144.797039934
111  13.480579792  144.796500832
111  13.480320493  144.795937621
111  13.479593087  144.796283637
111  13.478994868  144.796568200
111  13.479492069  144.797685084
111  13.479370352  144.797743300
111  13.479593972  144.798206117
111  13.480861588  144.797568491
111  13.480955582  144.797521211
113  13.481355435  144.797320080
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_3L.pol 
111  13.478149435  144.784684869
111  13.478001796  144.784372194
111  13.477378276  144.784697052
113  13.477514922  144.785002460
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.479885138  144.799233245
111  13.479677936  144.798801574
111  13.479150928  144.799079458
113  13.479349811  144.799501335
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.479564758  144.798602801
111  13.479530796  144.798524026
111  13.479430605  144.798291635
111  13.479377277  144.798167940
111  13.479129076  144.798282366
113  13.479315898  144.798716444
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.478981529  144.799679897
111  13.478837836  144.799367199
111  13.478598880  144.799486773
113  13.478747410  144.799803977
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488103887  144.796955744
111  13.487933118  144.796598939
111  13.487632555  144.795970945
111  13.487596007  144.795894582
111  13.487290459  144.795256174
111  13.487258057  144.795188473
111  13.487103064  144.794864630
111  13.487045489  144.794744334
111  13.486695135  144.794924373
111  13.486995714  144.795557871
111  13.487117916  144.795815423
111  13.487303136  144.796205791
111  13.487418919  144.796449815
111  13.487587051  144.796804168
111  13.487728925  144.797103180
113  13.487747069  144.797141421
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488988257  144.798685775
111  13.488829808  144.798769708
111  13.488907928  144.798948283
111  13.489043739  144.799258736
111  13.489161816  144.799528651
111  13.489326918  144.799445710
111  13.489290925  144.799364945
113  13.489046179  144.798815749
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488379119  144.797764168
111  13.488267673  144.797815840
111  13.488466981  144.798259433
113  13.488574833  144.798204424
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488767435  144.797352607
111  13.488548104  144.797436684
111  13.488498057  144.797333470
111  13.488414704  144.797372639
111  13.488700029  144.798020229
111  13.488756498  144.797997772
111  13.488805852  144.798115877
113  13.489058791  144.797999966
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488860523  144.799874758
111  13.488577508  144.800008477
111  13.488699725  144.800271509
113  13.488981813  144.800141150
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488818074  144.799494479
111  13.488673231  144.799559842
111  13.488801407  144.799845378
113  13.488938331  144.799782415
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Blue_Warehouse.fac 
111  13.478586995  144.795949913
111  13.478525838  144.795822152
111  13.478439634  144.795642066
111  13.478421056  144.795603257
111  13.478083635  144.795775997
111  13.477927607  144.795855875
111  13.477990092  144.795992644
111  13.478080092  144.795948437
111  13.478225854  144.795876840
111  13.478370939  144.795805576
111  13.478415848  144.795902688
113  13.478465637  144.796010353
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.478528701  144.795981019
111  13.478465637  144.796010353
111  13.478374840  144.795794565
111  13.477744278  144.796125283
111  13.477903710  144.796475809
111  13.478070159  144.796579394
111  13.478350211  144.796453451
113  13.478667655  144.796302734
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.481696764  144.804911814
111  13.481343432  144.804147408
111  13.481122360  144.804249868
113  13.481475691  144.805014275
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.491581319  144.802918301
111  13.491281721  144.803034259
111  13.491231108  144.803134103
111  13.491314928  144.803592705
111  13.491812850  144.804526650
111  13.492246201  144.804297100
111  13.491892066  144.803531988
113  13.491716813  144.802991058
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.489845328  144.800325714
111  13.489455620  144.800502168
111  13.489806893  144.801288725
111  13.489928812  144.801425616
113  13.490356918  144.801444342
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.494603135  144.806394704
111  13.492322212  144.802146295
111  13.492172903  144.802225255
111  13.491920840  144.802486591
111  13.491889451  144.802633605
111  13.491928484  144.802850978
111  13.492097723  144.803052119
111  13.493833196  144.806423161
113  13.494083126  144.806547337
100 45.72 1 1 0.25 0 2 0 06R  13.47716100  144.78481700    0  122 3 0 0 0 24L  13.48883900  144.81035800  306  122 3 0 0 0
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_4D.pol 
111  13.487943678  144.816742074
111  13.487982495  144.816805943
111  13.488961072  144.816324867
111  13.491161448  144.815012089
112  13.491316630  144.815062627  13.491368577  144.815172013
111  13.491316630  144.815062627
111  13.493551151  144.821043688
112  13.493551151  144.821043688  13.493670877  144.821409982
111  13.494056226  144.821650433
111  13.494594714  144.821890120
112  13.494594714  144.821890120  13.494959879  144.822040948
111  13.495308599  144.821887042
111  13.496077665  144.821494858
112  13.496501272  144.821105918  13.496708162  144.820839962
111  13.496501272  144.821105918
111  13.497887619  144.818935280
112  13.498172502  144.818132184  13.498175794  144.817698779
111  13.497942409  144.817322073
111  13.494822798  144.811956786
112  13.494822798  144.811956786  13.494718903  144.811781256
111  13.494507826  144.811878807
111  13.493656235  144.812322687
112  13.493399591  144.812262703  13.493315238  144.812086411
111  13.493399591  144.812262703
111  13.492848534  144.811008400
112  13.492848534  144.811008400  13.492766759  144.810819185
111  13.492619252  144.810775653
111  13.492530905  144.810743244
112  13.492242991  144.810458712  13.492170801  144.810280222
111  13.492227741  144.810228748
111  13.492143244  144.810192019
112  13.492200508  144.810473948  13.492268090  144.810666654
111  13.492522970  144.810795344
111  13.492604018  144.810826253
112  13.492783807  144.811026384  13.492845138  144.811175654
111  13.492783807  144.811026384
111  13.493352685  144.812318846
112  13.493352685  144.812318846  13.493453364  144.812520323
111  13.493682627  144.812413812
111  13.494542384  144.811965136
112  13.494767411  144.812002181  13.494841622  144.812131920
111  13.494767411  144.812002181
111  13.497895580  144.817381837
112  13.498091715  144.818133268  13.498101592  144.818570059
111  13.497837203  144.818912877
111  13.496452261  144.821049567
112  13.496452261  144.821049567  13.496290347  144.821285458
111  13.496057502  144.821419713
111  13.495284116  144.821819422
112  13.494645487  144.821834392  13.494223452  144.821714345
111  13.494645487  144.821834392
111  13.494092214  144.821598411
112  13.493607154  144.821011806  13.493496407  144.820707074
111  13.493607154  144.821011806
111  13.491372135  144.815038052
112  13.491372135  144.815038052  13.491292977  144.814857438
111  13.491144655  144.814942079
113  13.488919246  144.816254190
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_4D.pol 
111  13.489311464  144.801917922
111  13.489940928  144.801601613
111  13.489972072  144.801669222
111  13.490211099  144.802142838
111  13.490358915  144.802064590
111  13.490407752  144.802038737
111  13.490950438  144.803118141
111  13.491108887  144.803038609
111  13.491209608  144.803496530
111  13.491280903  144.803628914
111  13.491223346  144.803275534
111  13.491205356  144.803148341
112  13.491205356  144.803148341  13.491200858  144.803053524
111  13.491279318  144.803013239
111  13.491560514  144.802907522
112  13.491809395  144.802913387  13.491913658  144.802976458
111  13.491809395  144.802913387
111  13.491821364  144.803030351
112  13.491934040  144.803512645  13.491993327  144.803657709
111  13.491934040  144.803512645
111  13.492356168  144.804412538
111  13.493487160  144.806538898
112  13.493997843  144.806716717  13.494267826  144.806699787
111  13.493997843  144.806716717
111  13.494347566  144.806685912
112  13.494347566  144.806685912  13.494541822  144.806655439
111  13.494698148  144.806546616
111  13.494658795  144.806453337
112  13.494311526  144.806616506  13.494146902  144.806643593
111  13.494311526  144.806616506
111  13.493986914  144.806637664
112  13.493986914  144.806637664  13.493733394  144.806630892
111  13.493620555  144.806503817
111  13.492463633  144.804377141
111  13.492004673  144.803486489
112  13.492004673  144.803486489  13.491918810  144.803305685
111  13.491904173  144.803021976
111  13.491554020  144.800830941
111  13.491470359  144.800830941
111  13.491661484  144.802188609
112  13.491411663  144.802449954  13.491189031  144.802484643
111  13.491016579  144.802318574
111  13.489883600  144.800051250
111  13.489845370  144.799819990
111  13.489725993  144.798748710
112  13.489725993  144.798748710  13.489666130  144.798283925
111  13.489574340  144.797998931
111  13.487342718  144.792968984
111  13.487290712  144.792998994
111  13.488759333  144.796376079
112  13.488651933  144.796645127  13.488507064  144.796736545
111  13.488651933  144.796645127
111  13.488524887  144.796708171
111  13.487927398  144.795465314
111  13.487818828  144.795518788
111  13.487325558  144.794436668
111  13.486588020  144.794783672
111  13.486660328  144.794932388
111  13.486479772  144.795031535
111  13.486625295  144.795320010
112  13.486527403  144.795302635  13.486492076  144.795231557
111  13.486527403  144.795302635
111  13.486204558  144.794638553
112  13.486204558  144.794638553  13.486090769  144.794373996
111  13.485877802  144.794277937
111  13.485580537  144.794137757
112  13.485247484  144.793781743  13.485168776  144.793559738
111  13.485247484  144.793781743
111  13.484609436  144.791946585
111  13.484217631  144.791015457
111  13.483978689  144.790543362
112  13.483978689  144.790543362  13.483880188  144.790350332
111  13.483915309  144.790191872
111  13.483944781  144.790075504
112  13.483905007  144.789745113  13.483828808  144.789552083
111  13.483905007  144.789745113
111  13.479140666  144.779283020
112  13.478658193  144.778867838  13.478306930  144.778824595
111  13.478658193  144.778867838
111  13.478177134  144.778776076
111  13.477972061  144.778710923
111  13.477637814  144.778523798
111  13.476507156  144.778337687
112  13.475908524  144.778790137  13.475810394  144.779288368
111  13.475908524  144.778790137
111  13.475169954  144.784338317
111  13.475298039  144.785436862
111  13.477314205  144.789375016
111  13.477564130  144.791786179
111  13.477308533  144.794224271
111  13.477372424  144.794248416
111  13.477649528  144.791812263
111  13.477408094  144.789346789
111  13.475374809  144.785420437
111  13.475247065  144.784341256
111  13.475966148  144.778844714
112  13.475966148  144.778844714  13.476039745  144.778329665
111  13.476547401  144.778414684
111  13.477588367  144.778584464
111  13.477950817  144.778778563
111  13.478159380  144.778845443
111  13.478594190  144.778916327
112  13.479078867  144.779307507  13.479264393  144.779653454
111  13.479078867  144.779307507
111  13.483834069  144.789763562
112  13.483834069  144.789763562  13.483902834  144.789906901
111  13.483882343  144.790054956
111  13.483850043  144.790169069
112  13.483850043  144.790169069  13.483792429  144.790364010
111  13.483928889  144.790588557
111  13.484160836  144.791048274
111  13.484546118  144.791967854
111  13.485190535  144.793804523
112  13.485190535  144.793804523  13.485269243  144.794088967
111  13.485584733  144.794215887
111  13.485849468  144.794356395
112  13.486139069  144.794651787  13.486247911  144.794883274
111  13.486139069  144.794651787
111  13.487756838  144.798049129
112  13.487767585  144.798417602  13.487715863  144.798574857
111  13.487767585  144.798417602
111  13.487660607  144.798754112
111  13.487593860  144.798979744
111  13.487445749  144.798601510
111  13.487692026  144.798482329
111  13.487720999  144.798389219
111  13.487666673  144.798258865
111  13.487206715  144.798445085
111  13.488005539  144.800400178
111  13.488127428  144.800348861
111  13.488217494  144.800316170
111  13.487811633  144.799328842
111  13.487688329  144.798987579
111  13.487723864  144.798769918
111  13.487839717  144.798438602
112  13.487839717  144.798438602  13.487904932  144.798200407
111  13.487811830  144.798012530
111  13.487676377  144.797742138
111  13.487689652  144.797623602
111  13.487728168  144.797496327
111  13.487682484  144.797380504
111  13.487901774  144.797266628
111  13.488866163  144.799436489
111  13.488677169  144.799528375
111  13.488837813  144.799874634
111  13.488577508  144.800008477
111  13.488885764  144.800716441
111  13.488786437  144.800772796
111  13.487643405  144.797498417
112  13.487633186  144.797553700  13.487605259  144.797568059
111  13.487580431  144.797530007
111  13.487058146  144.796429095
112  13.487058146  144.796429095  13.487017652  144.796344375
111  13.487088411  144.796309770
111  13.487017110  144.796169131
111  13.487062223  144.796148249
112  13.487078714  144.796180201  13.487056779  144.796215508
111  13.487078714  144.796180201
111  13.487021335  144.796209216
112  13.486933154  144.796176701  13.486905496  144.796115894
111  13.486933154  144.796176701
111  13.486632905  144.795515446
112  13.486632905  144.795515446  13.486600789  144.795450829
111  13.486673793  144.795412432
111  13.488073540  144.797155896
111  13.488768252  144.796786840
112  13.488995432  144.796874872  13.489064574  144.797010306
111  13.488995432  144.796874872
111  13.489057989  144.797050935
112  13.488949338  144.797138967  13.488840686  144.797135581
111  13.488949338  144.797138967
111  13.489654955  144.798753732
111  13.489771688  144.799797189
111  13.489783661  144.799871062
111  13.489080269  144.799584804
111  13.489583119  144.799317014
111  13.489268837  144.798593674
111  13.489146118  144.798658313
111  13.488984487  144.798307416
111  13.489146118  144.798055016
111  13.489316728  144.798199684
111  13.489355639  144.798184294
111  13.489355639  144.798261245
111  13.489538222  144.798205840
112  13.489654955  144.798753732  13.489651962  144.799064614
111  13.489818193  144.801449869
111  13.488965443  144.799638438
111  13.489785268  144.799949936
111  13.489821486  144.800098914
111  13.490479980  144.801507428
111  13.490587128  144.801833854
111  13.490328516  144.801588718
111  13.489916985  144.801540153
111  13.489916985  144.801530903
111  13.490346506  144.801570217
112  13.490645822  144.801787856  13.490743780  144.801986531
111  13.490645822  144.801787856
111  13.491203300  144.802883775
112  13.491203300  144.802883775  13.491238612  144.802958313
111  13.491165071  144.802987842
111  13.491721689  144.802539434
111  13.491552007  144.802749671
112  13.491271928  144.802837971  13.491116556  144.802787514
111  13.491271928  144.802837971
111  13.491055225  144.802436417
112  13.491386413  144.802533127  13.491574495  144.802505796
111  13.491686935  144.802358630
111  13.491568362  144.802816947
112  13.491727822  144.802634041  13.491731911  144.802631939
111  13.491760532  144.802812742
114  13.491760532  144.802812742  13.491676713  144.802777002
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_1D.pol 
111  13.490764474  144.803239312
111  13.490922107  144.803155662
111  13.490358915  144.802064590
113  13.490211099  144.802142838
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/concrete_4D.pol 
111  13.483387767  144.802673483
112  13.483387767  144.802673483  13.483287584  144.802490935
111  13.483070736  144.802580336
111  13.483965216  144.804498584
111  13.483764926  144.804592035
112  13.483600065  144.804815866  13.483633619  144.804914452
111  13.483600065  144.804815866
112  13.483600065  144.804815866  13.483655989  144.804942385
112  13.483945402  144.804970141  13.484086700  144.804939977
111  13.483945402  144.804970141
111  13.484160530  144.804862439
